task_id,model,facet,model_answer,score
hard_plus_helmholtz_staircase_021,Pro/zai-org/GLM-4.7,Validation Failure Risks,"Key risks include spectral bias preventing the capture of high oscillations, leading to a trivial zero solution or low-frequency approximation. The sharp corners of the staircase may cause gradient instability or failure to satisfy boundary conditions precisely. The optimization landscape for high-frequency Helmholtz equations is highly non-convex, increasing the risk of convergence to local minima. Finally, without domain decomposition, the network may struggle to generalize across the disjointed regions of the staircase geometry.",4
hard_plus_acoustic_scattering_maze_022,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to solve for the acoustic pressure field $u(x, y, t)$ in a 2D domain $\Omega$ containing a complex maze of internal obstacles $\Gamma_{obs}$. The system is governed by the scalar wave equation $rac{\partial^2 u}{\partial t^2} - c^2 abla^2 u = 0$ (or the Helmholtz equation $abla^2 u + k^2 u = 0$ if time-harmonic). The total field is decomposed as $u = u_{inc} + u_{scat}$, where $u_{inc}$ is the known incident wave. The domain boundaries $\partial \Omega$ require absorbing conditions to simulate an open environment. Missing specifications include the exact coordinate representation of the maze walls (e.g., CAD, point cloud, or implicit function), the specific boundary condition type on obstacles (Neumann/Dirichlet), and the frequency content of the incident wave. These gaps require the workflow to support flexible geometry encoding and generic boundary handling.",3
hard_plus_acoustic_scattering_maze_022,Pro/zai-org/GLM-4.7,Physics Constraints,"The model must satisfy the governing wave equation in the fluid region. On the internal maze walls, boundary conditions must be enforced strictly (e.g., $abla u \cdot n = 0$ for rigid walls). At the outer boundaries of the computational domain, Perfectly Matched Layers (PML) or absorbing boundary conditions (ABC) are required to minimize non-physical reflections. The solution must maintain causality (if time-domain) and energy conservation principles. The wave speed $c$ is assumed constant or spatially varying based on provided material properties.",4
hard_plus_acoustic_scattering_maze_022,Pro/zai-org/GLM-4.7,Model Choice,"A SIREN (Sinusoidal Representation Networks) based Physics-Informed Neural Network (PINN) is selected. SIRENs are chosen over standard ReLU MLPs because acoustic scattering in a maze involves high-frequency spatial variations and sharp interference patterns that standard networks struggle to approximate due to spectral bias. The network will take coordinates $(x, y)$ (and time $t$ if applicable) and the Signed Distance Function (SDF) to the nearest maze wall as inputs to explicitly encode the complex geometry, allowing the network to strictly respect boundaries.",5
hard_plus_acoustic_scattering_maze_022,Pro/zai-org/GLM-4.7,Training Strategy,"The loss function combines PDE residual, boundary condition enforcement on maze walls, and radiation conditions at the outer limits: $L = \lambda_{pde}L_{pde} + \lambda_{wall}L_{wall} + \lambda_{rad}L_{rad}$. Sampling is critical: collocation points will be generated using rejection sampling to ensure high density near maze walls and corners to capture diffraction and scattering gradients. A curriculum learning approach will be used, initially training on a simplified geometry or lower frequency wave to establish a baseline before introducing the full maze complexity. Optimization will utilize Adam with adaptive weight re-balancing (e.g., adaptive activation functions) to handle the stiff gradients near boundaries.",4
hard_plus_acoustic_scattering_maze_022,Pro/zai-org/GLM-4.7,Validation Failure Risks,"Primary risks include 'leakage' where the neural network approximates a non-zero field inside solid obstacles due to imperfect boundary enforcement, and spectral bias causing the smoothing of sharp diffraction patterns at maze corners. The complex multi-path scattering may lead to convergence issues where the model settles for a local minimum satisfying the PDE but missing specific interference fringes. Validation must include point-wise error checks on high-gradient regions (corners) and integral checks on energy conservation to detect unphysical dissipation or amplification.",4
hard_plus_euler_shock_023,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to solve the compressible Euler equations $\partial_t \mathbf{U} + abla \cdot \mathbf{F}(\mathbf{U}) = 0$ for conserved variables $\mathbf{U} = ho, ho \mathbf{v}, E]^T$ (density, momentum, total energy). The system is hyperbolic and supports discontinuous solutions (shocks, contact discontinuities) arising from piecewise initial data. The workflow must predict the spatiotemporal evolution of $\mathbf{U}$ without assuming smoothness. Missing specifications include the spatial dimension (1D or 2D), specific initial state (e.g., Riemann problem configuration), boundary conditions (e.g., transmissive, reflective), and the equation of state parameters (assumed ideal gas with $\gamma=1.4$). The workflow must be designed to accept these as inputs or default to standard benchmarks like the Sod shock tube.",4
hard_plus_euler_shock_023,Pro/zai-org/GLM-4.7,Physics Constraints,"The solution must strictly satisfy conservation of mass, momentum, and energy. Across discontinuities, the Rankine-Hugoniot jump conditions must hold. The entropy condition must be enforced to select the physically correct weak solution (preventing non-physical expansion shocks). The equation of state $p = (\gamma - 1)(E - rac{1}{2}ho|\mathbf{v}|^2)$ closes the system. The domain of dependence characteristic of hyperbolic PDEs must be respected, and boundary conditions must be compatible with the flow regime (e.g., non-reflective outflow).",5
hard_plus_euler_shock_023,Pro/zai-org/GLM-4.7,Model Choice,"Standard PINNs relying on pointwise automatic differentiation are unsuitable due to their inability to handle discontinuities. A Conservative Neural Network (CNN) architecture is recommended, where the network predicts fluxes or cell-averaged states to ensure global conservation by construction. Alternatively, a hybrid approach using a neural network to learn a numerical flux function within a Finite Volume framework (e.g., learning a WENO-like stencil) is appropriate. The model should be capable of representing sharp gradients, potentially using adaptive activation functions or distinct sub-networks for smooth regions and discontinuities.",5
hard_plus_euler_shock_023,Pro/zai-org/GLM-4.7,Training Strategy,"The loss function should combine: (1) an integral conservation loss evaluated over control volumes (finite volume formulation) rather than pointwise residuals; (2) a boundary condition enforcement loss; (3) an initial condition loss; and (4) an entropy inequality penalty to ensure thermodynamic consistency. Sampling must be adaptive, focusing collocation points near high-gradient regions identified by a shock sensor. Optimization should use a robust scheduler (e.g., Adam with L-BFGS refinement) and may require curriculum learning, starting from smooth initial data and progressing to discontinuous states. Soft constraints or artificial viscosity terms may be added initially to stabilize training.",5
hard_plus_euler_shock_023,Pro/zai-org/GLM-4.7,Validation Failure Risks,"Risks include: (1) Gibbs phenomenon or smearing of shocks if the network acts as a low-pass filter; (2) violation of strict conservation if the architecture does not enforce the integral form; (3) convergence to non-physical weak solutions (entropy violations) without explicit entropy constraints; (4) training instability caused by the stiffness of the source terms or rapid changes in solution topology; (5) poor generalization to unseen Riemann initial states if the training distribution is too narrow. Validation must include checking global conservation error, shock speed accuracy against analytical solutions (e.g., exact Riemann solver), and monitoring entropy production.",5
hard_plus_rayleigh_benard_024,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to solve the unsteady, incompressible Navier-Stokes equations coupled with the energy equation under the Boussinesq approximation in a 2D rectangular domain $\Omega = [0, L_x] 	imes [0, L_y]$. The state variables are velocity $\mathbf{u} = (u, v)$, pressure $p$, and temperature $T$. The domain is heated from below ($T=1$ at $y=0$) and cooled from above ($T=0$ at $y=L_y$). Missing specifications include: the aspect ratio ($L_x/L_y$), side-wall boundary conditions (periodic, no-slip, or adiabatic), Rayleigh number ($Ra$), Prandtl number ($Pr$), and initial conditions. The workflow must assume generic values or treat these as hyperparameters, noting that high $Ra$ implies thin boundary layers requiring high resolution.",4
hard_plus_rayleigh_benard_024,Pro/zai-org/GLM-4.7,Physics Constraints,The system must satisfy: 1) Conservation of Momentum: $\partial_t \mathbf{u} + (\mathbf{u} \cdot abla)\mathbf{u} = -abla p + Pr abla^2 \mathbf{u} + Ra Pr T \mathbf{e}_y$. 2) Conservation of Mass (Incompressibility): $abla \cdot \mathbf{u} = 0$. 3) Conservation of Energy: $\partial_t T + (\mathbf{u} \cdot abla)T = abla^2 T$. Boundary constraints include fixed temperature at horizontal plates and no-slip velocity conditions ($\mathbf{u}=0$) at all walls (assuming rigid boundaries). The solution must respect the Boussinesq approximation where density variations drive buoyancy but are neglected in inertia.,5
hard_plus_rayleigh_benard_024,Pro/zai-org/GLM-4.7,Model Choice,"A Physics-Informed Neural Network (PINN) with a Fourier Feature embedding layer is selected. The Fourier features are crucial to capture the high-frequency gradients characteristic of thermal and viscous boundary layers at high Rayleigh numbers. The network will take spatiotemporal coordinates $(x, y, t)$ as input and output $(u, v, p, T)$. A shared trunk architecture with separate output heads ensures coupling between fields while allowing distinct feature extraction. This choice fits the PDE-constrained optimization nature of the problem and avoids the need for a structured grid, though it requires careful weighting of loss terms.",4
hard_plus_rayleigh_benard_024,Pro/zai-org/GLM-4.7,Training Strategy,"The loss function combines PDE residuals ($L_{f}$), boundary condition residuals ($L_{b}$), and initial condition residuals ($L_{i}$): $L = \lambda_f L_f + \lambda_b L_b + \lambda_i L_i$. To resolve boundary layers, a dynamic sampling strategy is employed, allocating a higher density of collocation points near $y=0$ and $y=L_y$. Adaptive loss weighting (e.g., using gradient statistics or soft-Adapt) will balance the competing magnitudes of momentum, continuity, and energy residuals. A curriculum learning approach is recommended: training at a low $Ra$ first to establish a convective roll, then progressively increasing $Ra$ to the target value to stabilize optimization.",4
